,Cluster Name,Street_clusters,City_clusters,State_clusters,Facility Type,Cluster Start Date,# Cases,Latitude_clusters,Longitude_clusters,Accuracy Score_clusters,Accuracy Type_clusters,County_clusters,Zip_clusters,matches,Request #,Status,Date / Time Opened,Date / Time Closed,Contact Type,State Issue,Closed When Created,Address,City_violations,Council District,ZIP,Mapped Location,Address_geo,City_geo,ZIP_geo,state,Latitude_violations,Longitude_violations,Accuracy Score_violations,Accuracy Type_violations,Number,Street_violations,City.1,State_violations,County_violations,Zip_violations
127,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,425007,Closed,2020-07-24 05:55:46,2020-07-24 17:29:18,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14957140000001, -86.7968217)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
128,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,435536,Closed,2020-08-02 19:19:43,2020-08-03 17:16:53,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14959169999999, -86.7968655)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
129,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,435729,Closed,2020-08-03 02:31:23,2020-08-03 17:16:21,,False,False,1913 Division St,,,,"(36.14959169999999, -86.7968655)",1913 Division St,Nashville,,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
130,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,435678,Closed,2020-08-03 00:02:31,2020-08-03 17:15:53,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14959169999999, -86.7968655)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
131,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,436833,Closed,2020-08-04 02:25:10,2020-08-04 16:28:52,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14959169999999, -86.7968655)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
132,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,435140,Closed,2020-08-01 18:30:22,2020-08-03 17:16:08,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14959169999999, -86.7968655)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
133,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,436630,Closed,2020-08-03 20:36:32,2020-08-04 16:29:05,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14959, -86.79687)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
134,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,479076,Closed,2020-10-11 01:31:08,2020-10-12 14:37:32,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.14966486160123, -86.79688159325408)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
135,Winner's,1913 Division St,Nashville,TN,Bar,6/26/20,10,36.149569,-86.79689499999999,1.0,rooftop,Davidson County,37203.0,1913 Division St,476849,Closed,2020-10-07 12:25:56,2020-10-08 14:38:08,,False,False,1913 Division St,NASHVILLE,19.0,37203.0,"(36.149574961601175, -86.79686075000001)",1913 Division St,NASHVILLE,37203.0,TN,36.149569,-86.79689499999999,1.0,rooftop,1913,Division St,Nashville,TN,Davidson County,37203
136,Standing Tall Music City,3981 Stewarts Ln,Nashville,TN,Congregate Living,7/1/20,50,36.202890000000004,-86.86383000000001,1.0,rooftop,Davidson County,37218.0,3981 Stewarts Ln,414446,Closed,2020-07-13 13:20:25,2020-07-14 17:39:37,,False,False,3981 Stewarts Ln,NASHVILLE,1.0,37218.0,"(36.2014712, -86.8623971)",3981 Stewarts Ln,NASHVILLE,37218.0,TN,36.202890000000004,-86.86383000000001,1.0,rooftop,3981,Stewarts Ln,Nashville,TN,Davidson County,37218
137,Metro Water Services,1700 3rd Ave N,Nashville,TN,Office,7/2/20,18,36.184901,-86.788459,1.0,rooftop,Davidson County,37208.0,1700 3rd Ave N,449878,Closed,2020-08-21 18:15:21,2020-08-24 14:37:27,,False,False,1700 3rd Ave N,NASHVILLE,19.0,37208.0,"(36.18418339999999, -86.7900954)",1700 3rd Ave N,NASHVILLE,37208.0,TN,36.184901,-86.788459,1.0,rooftop,1700,3rd Ave N,Nashville,TN,Davidson County,37208
138,Nashville Center for Rehab and Healing (2),832 Wedgewood Ave,Nashville,TN,LTCF,7/9/20,49,36.134778999999995,-86.782009,1.0,rooftop,Davidson County,37203.0,832 Wedgewood Ave,350191,Closed,2020-04-21 21:41:47,2020-04-23 15:40:11,,False,False,832 Wedgewood Ave,NASHVILLE,17.0,37203.0,"(36.13469021159486, -86.7816720932541)",832 Wedgewood Ave,NASHVILLE,37203.0,TN,36.134778999999995,-86.782009,1.0,rooftop,832,Wedgewood Ave,Nashville,TN,Davidson County,37203
139,Belmont Village of Green Hills,4206 Stammer Pl,Nashville,TN,LTCF,7/20/20,16,36.101094,-86.82137900000001,1.0,range_interpolation,Davidson County,37215.0,4206 Stammer Pl,417066,Closed,2020-07-15 16:29:20,2020-07-16 17:11:29,,False,False,4206 Stammer Pl,NASHVILLE,34.0,37215.0,"(36.10006169999999, -86.82134409999999)",4206 Stammer Pl,NASHVILLE,37215.0,TN,36.101094,-86.82137900000001,1.0,range_interpolation,4206,Stammer Pl,Nashville,TN,Davidson County,37215
140,Life Care Center Old Hickory Village,1250 Robinson Rd,Old Hickory,TN,LTCF,7/31/20,11,36.258066,-86.659312,1.0,rooftop,Davidson County,37138.0,1250 Robinson Rd,446338,Closed,2020-08-17 14:27:35,2020-08-20 14:46:01,,False,False,1250 Robinson Rd,OLD HICKORY,11.0,37138.0,"(36.25824, -86.65909)",1250 Robinson Rd,OLD HICKORY,37138.0,TN,36.258066,-86.659312,1.0,rooftop,1250,Robinson Rd,Old Hickory,TN,Davidson County,37138
141,Life Care Center Old Hickory Village,1250 Robinson Rd,Old Hickory,TN,LTCF,7/31/20,11,36.258066,-86.659312,1.0,rooftop,Davidson County,37138.0,1250 Robinson Rd,410999,Closed,2020-07-08 17:37:16,2020-07-09 17:52:01,,False,False,1250 Robinson Rd,OLD HICKORY,11.0,37138.0,"(36.25837, -86.65961)",1250 Robinson Rd,OLD HICKORY,37138.0,TN,36.258066,-86.659312,1.0,rooftop,1250,Robinson Rd,Old Hickory,TN,Davidson County,37138
142,Life Care Center Old Hickory Village,1250 Robinson Rd,Old Hickory,TN,LTCF,7/31/20,11,36.258066,-86.659312,1.0,rooftop,Davidson County,37138.0,1250 Robinson Rd,424825,Closed,2020-07-23 21:47:09,2020-07-24 17:40:11,,False,False,1250 Robinson Rd,OLD HICKORY,11.0,37138.0,"(36.25837, -86.65961)",1250 Robinson Rd,OLD HICKORY,37138.0,TN,36.258066,-86.659312,1.0,rooftop,1250,Robinson Rd,Old Hickory,TN,Davidson County,37138
143,Life Care Center Old Hickory Village,1250 Robinson Rd,Old Hickory,TN,LTCF,7/31/20,11,36.258066,-86.659312,1.0,rooftop,Davidson County,37138.0,1250 Robinson Rd,424380,Closed,2020-07-23 17:19:34,2020-07-24 17:39:59,,False,False,1250 Robinson Rd,OLD HICKORY,11.0,37138.0,"(36.2583744, -86.6596129)",1250 Robinson Rd,OLD HICKORY,37138.0,TN,36.258066,-86.659312,1.0,rooftop,1250,Robinson Rd,Old Hickory,TN,Davidson County,37138
144,Life Care Center Old Hickory Village,1250 Robinson Rd,Old Hickory,TN,LTCF,7/31/20,11,36.258066,-86.659312,1.0,rooftop,Davidson County,37138.0,1250 Robinson Rd,448865,Closed,2020-08-20 14:17:30,2020-08-21 14:10:16,,False,False,1250 Robinson Rd,OLD HICKORY,11.0,37138.0,"(36.2582438, -86.65909409999999)",1250 Robinson Rd,OLD HICKORY,37138.0,TN,36.258066,-86.659312,1.0,rooftop,1250,Robinson Rd,Old Hickory,TN,Davidson County,37138
145,Lakeshore Meadows,8044 Coley Davis Rd,Nashville,TN,LTCF,8/4/20,33,36.074168,-86.969553,1.0,range_interpolation,Davidson County,37221.0,8044 Coley Davis Rd,453742,Closed,2020-08-27 20:11:52,2020-08-28 13:55:57,,False,False,8044 Coley Davis Rd,NASHVILLE,22.0,37221.0,"(36.07271, -86.97142)",8044 Coley Davis Rd,NASHVILLE,37221.0,TN,36.074168,-86.969553,1.0,range_interpolation,8044,Coley Davis Rd,Nashville,TN,Davidson County,37221
146,Lois DeBerry Special Needs Facility,7575 Cockrill Bend Blvd,Nashville,TN,Correctional Facility,9/1/20,62,36.184802000000005,-86.899203,1.0,rooftop,Davidson County,37209.0,7575 Cockrill Bend Blvd,449890,Closed,2020-08-21 18:26:42,2020-08-24 14:37:40,,False,False,7575 Cockrill Bend Blvd,NASHVILLE,20.0,37209.0,"(36.18985, -86.89807)",7575 Cockrill Bend Blvd,NASHVILLE,37209.0,TN,36.184802000000005,-86.899203,1.0,rooftop,7575,Cockrill Bend Blvd,Nashville,TN,Davidson County,37209
147,Riverbend Max Security Prison-2,7475 Cockrill Bend Blvd,Nashville,TN,Correctional Facility,9/1/20,60,36.184802000000005,-86.899203,1.0,rooftop,Davidson County,37209.0,7475 Cockrill Bend Blvd,370970,Closed,2020-05-18 18:36:49,2020-05-19 17:24:59,,False,False,7475 Cockrill Bend Blvd,NASHVILLE,20.0,37209.0,"(36.18615, -86.90212)",7475 Cockrill Bend Blvd,NASHVILLE,37209.0,TN,36.184802000000005,-86.899203,1.0,rooftop,7475,Cockrill Bend Blvd,Nashville,TN,Davidson County,37209
148,Debra Johnson Rehab/TN Prison for Women,3881 Stewarts Ln,Nashville,TN,Correctional Facility,9/1/20,216,36.1994,-86.866871,1.0,rooftop,Davidson County,37218.0,3881 Stewarts Ln,456979,Closed,2020-09-02 17:17:09,2020-09-03 13:30:27,,False,False,3881 Stewarts Ln,NASHVILLE,1.0,37218.0,"(36.19252, -86.86182)",3881 Stewarts Ln,NASHVILLE,37218.0,TN,36.1994,-86.866871,1.0,rooftop,3881,Stewarts Ln,Nashville,TN,Davidson County,37218
149,Debra Johnson Rehab/TN Prison for Women,3881 Stewarts Ln,Nashville,TN,Correctional Facility,9/1/20,216,36.1994,-86.866871,1.0,rooftop,Davidson County,37218.0,3881 Stewarts Ln,448400,Closed,2020-08-19 18:42:59,2020-08-20 14:24:52,,False,False,3881 Stewarts Ln,NASHVILLE,1.0,37218.0,"(36.19271406161954, -86.86153280000002)",3881 Stewarts Ln,NASHVILLE,37218.0,TN,36.1994,-86.866871,1.0,rooftop,3881,Stewarts Ln,Nashville,TN,Davidson County,37218
150,Debra Johnson Rehab/TN Prison for Women,3881 Stewarts Ln,Nashville,TN,Correctional Facility,9/1/20,216,36.1994,-86.866871,1.0,rooftop,Davidson County,37218.0,3881 Stewarts Ln,448368,Closed,2020-08-19 18:07:43,2020-08-20 13:54:26,,False,False,3881 Stewarts Ln,NASHVILLE,1.0,37218.0,"(36.19271406161954, -86.86153280000002)",3881 Stewarts Ln,NASHVILLE,37218.0,TN,36.1994,-86.866871,1.0,rooftop,3881,Stewarts Ln,Nashville,TN,Davidson County,37218
151,Green Hills Center for Rehab and Healing,3939 Hillsboro Cir,Nashville,TN,LTCF,9/7/20,45,36.104906,-86.81955,1.0,range_interpolation,Davidson County,37215.0,3939 Hillsboro Cir,455236,Closed,2020-08-31 14:18:38,2020-09-01 14:32:29,,False,False,3939 Hillsboro Cir,NASHVILLE,34.0,37215.0,"(36.104907, -86.820269)",3939 Hillsboro Cir,NASHVILLE,37215.0,TN,36.104906,-86.81955,1.0,range_interpolation,3939,Hillsboro Cir,Nashville,TN,Davidson County,37215
152,Tennessee Titans,460 Great Circle Rd,Nashville,TN,Other,9/12/20,23,36.198931,-86.804351,1.0,rooftop,Davidson County,37228.0,460 Great Circle Rd,338414,Closed,2020-04-03 14:45:47,2020-04-06 18:51:03,,False,False,460 Great Circle Rd,NASHVILLE,2.0,37228.0,"(36.199865876421505, -86.80569439520474)",460 Great Circle Rd,NASHVILLE,37228.0,TN,36.198931,-86.804351,1.0,rooftop,460,Great Circle Rd,Nashville,TN,Davidson County,37228
153,One Stone Church Service,1101 Stainback Ave,Nashville,TN,Church,9/22/20,10,36.189795000000004,-86.76518,1.0,range_interpolation,Davidson County,37207.0,1101 Stainback Ave,387237,Closed,2020-06-09 04:07:10,2020-06-10 14:45:43,,False,False,1101 Stainback Ave,NASHVILLE,5.0,37207.0,"(36.189957511618346, -86.76513310674589)",1101 Stainback Ave,NASHVILLE,37207.0,TN,36.189795000000004,-86.76518,1.0,range_interpolation,1101,Stainback Ave,Nashville,TN,Davidson County,37207
154,One Stone Church Service,1101 Stainback Ave,Nashville,TN,Church,9/22/20,10,36.189795000000004,-86.76518,1.0,range_interpolation,Davidson County,37207.0,1101 Stainback Ave,379234,Closed,2020-05-29 03:26:03,2020-05-29 16:05:40,,False,False,1101 Stainback Ave,NASHVILLE,5.0,37207.0,"(36.190111793395545, -86.76489041862521)",1101 Stainback Ave,NASHVILLE,37207.0,TN,36.189795000000004,-86.76518,1.0,range_interpolation,1101,Stainback Ave,Nashville,TN,Davidson County,37207
155,Miss Kelli's,207 Printers Alley,Nashville,TN,Bar,10/1/20,14,36.163931,-86.778513,1.0,range_interpolation,Davidson County,37201.0,207 Printers Alley,425971,Closed,2020-07-24 19:47:49,2020-07-27 19:44:25,,False,False,207 Printers Alley,NASHVILLE,19.0,37201.0,"(36.1643694, -86.778515)",207 Printers Alley,NASHVILLE,37201.0,TN,36.163931,-86.778513,1.0,range_interpolation,207,Printers Aly,Nashville,TN,Davidson County,37201
156,Miss Kelli's,207 Printers Alley,Nashville,TN,Bar,10/1/20,14,36.163931,-86.778513,1.0,range_interpolation,Davidson County,37201.0,207 Printers Alley,391515,Closed,2020-06-13 04:43:17,2020-06-15 15:32:01,,False,False,207 Printers Alley,NASHVILLE,19.0,37201.0,"(36.164369, -86.778515)",207 Printers Alley,NASHVILLE,37201.0,TN,36.163931,-86.778513,1.0,range_interpolation,207,Printers Aly,Nashville,TN,Davidson County,37201
157,Miss Kelli's,207 Printers Alley,Nashville,TN,Bar,10/1/20,14,36.163931,-86.778513,1.0,range_interpolation,Davidson County,37201.0,207 Printers Alley,419752,Closed,2020-07-17 20:55:36,2020-07-20 16:56:40,,False,False,207 Printers Alley,NASHVILLE,19.0,37201.0,"(36.16437, -86.77852)",207 Printers Alley,NASHVILLE,37201.0,TN,36.163931,-86.778513,1.0,range_interpolation,207,Printers Aly,Nashville,TN,Davidson County,37201
158,Miss Kelli's,207 Printers Alley,Nashville,TN,Bar,10/1/20,14,36.163931,-86.778513,1.0,range_interpolation,Davidson County,37201.0,207 Printers Alley,471299,Closed,2020-09-26 18:30:59,2020-09-28 16:30:16,,False,False,207 Printers Alley,NASHVILLE,19.0,37201.0,"(36.164369, -86.778515)",207 Printers Alley,NASHVILLE,37201.0,TN,36.163931,-86.778513,1.0,range_interpolation,207,Printers Aly,Nashville,TN,Davidson County,37201
159,Miss Kelli's,207 Printers Alley,Nashville,TN,Bar,10/1/20,14,36.163931,-86.778513,1.0,range_interpolation,Davidson County,37201.0,207 Printers Alley,482950,Closed,2020-10-18 04:24:54,2020-10-19 16:03:15,,False,False,207 Printers Alley,NASHVILLE,19.0,37201.0,"(36.164369, -86.778515)",207 Printers Alley,NASHVILLE,37201.0,TN,36.163931,-86.778513,1.0,range_interpolation,207,Printers Aly,Nashville,TN,Davidson County,37201
160,Miss Kelli's,207 Printers Alley,Nashville,TN,Bar,10/1/20,14,36.163931,-86.778513,1.0,range_interpolation,Davidson County,37201.0,207 Printers Alley,487902,Closed,2020-10-25 04:22:34,2020-10-26 14:37:35,,False,False,207 Printers Alley,NASHVILLE,19.0,37201.0,"(36.164369, -86.778515)",207 Printers Alley,NASHVILLE,37201.0,TN,36.163931,-86.778513,1.0,range_interpolation,207,Printers Aly,Nashville,TN,Davidson County,37201
161,Nashville Rescue Mission - Women's Campus,1716 Rosa L Parks Blvd,Nashville,TN,Congregate Living,10/1/20,70,36.181699,-86.796756,1.0,rooftop,Davidson County,37208.0,1716 ROSA L PARKS BLVD,336739,Closed,2020-04-01 17:39:36,2020-04-10 16:59:56,,False,False,1716 ROSA L PARKS BLVD,NASHVILLE,19.0,37208.0,"(36.18169884457409, -86.7967557335612)",1716 ROSA L PARKS BLVD,NASHVILLE,37208.0,TN,36.181699,-86.796756,1.0,rooftop,1716,Rosa L Parks Blvd,Nashville,TN,Davidson County,37208
162,Link Systems Electric,444 McNally Dr,Nashville,TN,Other,10/16/20,12,36.092556,-86.740288,0.9,range_interpolation,Davidson County,37211.0,444 McNally Dr,479073,Closed,2020-10-11 00:52:25,2020-10-12 14:12:04,,False,False,444 McNally Dr,NASHVILLE,26.0,37211.0,"(36.09275076157706, -86.74174550000001)",444 McNally Dr,NASHVILLE,37211.0,TN,36.092556,-86.740288,0.9,range_interpolation,444,Mc Nally Dr,Nashville,TN,Davidson County,37211
163,Link Systems Electric,444 McNally Dr,Nashville,TN,Other,10/16/20,12,36.092556,-86.740288,0.9,range_interpolation,Davidson County,37211.0,444 McNally Dr,483497,Closed,2020-10-19 15:58:47,2020-10-20 13:57:26,,False,False,444 McNally Dr,NASHVILLE,26.0,37211.0,"(36.0930056, -86.741716)",444 McNally Dr,NASHVILLE,37211.0,TN,36.092556,-86.740288,0.9,range_interpolation,444,Mc Nally Dr,Nashville,TN,Davidson County,37211
164,Link Systems Electric,444 McNally Dr,Nashville,TN,Other,10/16/20,12,36.092556,-86.740288,0.9,range_interpolation,Davidson County,37211.0,444 McNally Dr,478085,Closed,2020-10-08 19:38:26,2020-10-09 13:29:02,,False,False,444 McNally Dr,NASHVILLE,26.0,37211.0,"(36.0930056, -86.741716)",444 McNally Dr,NASHVILLE,37211.0,TN,36.092556,-86.740288,0.9,range_interpolation,444,Mc Nally Dr,Nashville,TN,Davidson County,37211
165,Link Systems Electric,444 McNally Dr,Nashville,TN,Other,10/16/20,12,36.092556,-86.740288,0.9,range_interpolation,Davidson County,37211.0,444 McNally Dr,481365,Closed,2020-10-15 13:47:48,2020-10-16 13:27:18,,False,False,444 McNally Dr,NASHVILLE,26.0,37211.0,"(36.0930056, -86.741716)",444 McNally Dr,NASHVILLE,37211.0,TN,36.092556,-86.740288,0.9,range_interpolation,444,Mc Nally Dr,Nashville,TN,Davidson County,37211
166,Iron Tribe Belmont,3201 Belmont Blvd,Nashville,TN,Gym,10/20/20,14,36.116960999999996,-86.798286,1.0,rooftop,Davidson County,37212.0,Belmont Blvd,339139,Closed,2020-04-03 21:25:00,2020-04-07 19:28:06,,False,False,Belmont Blvd,NASHVILLE,18.0,37212.0,"(36.11748019999999, -86.797266)",Belmont Blvd,NASHVILLE,37212.0,TN,36.119203000000006,-86.795683,1.0,street_center,,Belmont Blvd,Nashville,TN,Davidson County,37212
167,Iron Tribe Belmont,3201 Belmont Blvd,Nashville,TN,Gym,10/20/20,14,36.116960999999996,-86.798286,1.0,rooftop,Davidson County,37212.0,Belmont Blvd,360058,Closed,2020-05-05 23:48:25,2020-05-07 15:12:02,,False,False,Belmont Blvd,NASHVILLE,18.0,37212.0,"(36.12305029999999, -86.7943525)",Belmont Blvd,NASHVILLE,37212.0,TN,36.119203000000006,-86.795683,1.0,street_center,,Belmont Blvd,Nashville,TN,Davidson County,37212
